evidence_id,target_id,source_kind,source_id,disease_id,relation_kind
imev_1407445467a76855,target_1416fc3e3932fc67,image_modal_evidence,imev_1407445467a76855,LUNG,pathway
imev_7006a44cf16fe0bb,target_6355eb4ba9085d0e,image_modal_evidence,imev_7006a44cf16fe0bb,LUNG,target
imev_7006a44cf16fe0bb,target_1416fc3e3932fc67,image_modal_evidence,imev_7006a44cf16fe0bb,LUNG,pathway
imev_cfd18d05557bee96,target_6355eb4ba9085d0e,image_modal_evidence,imev_cfd18d05557bee96,LUNG,target
imev_cfd18d05557bee96,target_1416fc3e3932fc67,image_modal_evidence,imev_cfd18d05557bee96,LUNG,pathway
imev_5e85d7c3083fe7bd,target_4e1d9dd16741fc6d,image_modal_evidence,imev_5e85d7c3083fe7bd,Liver,target
imev_5e85d7c3083fe7bd,target_1416fc3e3932fc67,image_modal_evidence,imev_5e85d7c3083fe7bd,Liver,pathway
imev_cd470871accd6f94,target_2ad7080e730d06a4,image_modal_evidence,imev_cd470871accd6f94,Liver,target
imev_cd470871accd6f94,target_6ef4c54890d49550,image_modal_evidence,imev_cd470871accd6f94,Liver,pathway
imev_09c3ad489045368d,target_2ad7080e730d06a4,image_modal_evidence,imev_09c3ad489045368d,Liver,target
imev_09c3ad489045368d,target_6ef4c54890d49550,image_modal_evidence,imev_09c3ad489045368d,Liver,pathway
imev_6b9bff8ee5511343,target_3165b529a3f7ff92,image_modal_evidence,imev_6b9bff8ee5511343,Liver,target
imev_6b9bff8ee5511343,target_1416fc3e3932fc67,image_modal_evidence,imev_6b9bff8ee5511343,Liver,pathway
imev_e1c61e8dbabebf2a,target_5d3f94ef07cbc00a,image_modal_evidence,imev_e1c61e8dbabebf2a,Liver,target
imev_e1c61e8dbabebf2a,target_1416fc3e3932fc67,image_modal_evidence,imev_e1c61e8dbabebf2a,Liver,pathway
imev_558d263a2ac14487,target_dddfbff9eee87717,image_modal_evidence,imev_558d263a2ac14487,Liver,target
imev_558d263a2ac14487,target_6ef4c54890d49550,image_modal_evidence,imev_558d263a2ac14487,Liver,pathway
imev_e213e37e32194e7b,target_5d3f94ef07cbc00a,image_modal_evidence,imev_e213e37e32194e7b,Liver,target
imev_e213e37e32194e7b,target_1416fc3e3932fc67,image_modal_evidence,imev_e213e37e32194e7b,Liver,pathway
imev_e2dd082587c7b42f,target_5d3f94ef07cbc00a,image_modal_evidence,imev_e2dd082587c7b42f,Liver,target
imev_e2dd082587c7b42f,target_1416fc3e3932fc67,image_modal_evidence,imev_e2dd082587c7b42f,Liver,pathway
imev_1c425300bc99ce80,target_264cedc9a71e25c4,image_modal_evidence,imev_1c425300bc99ce80,Liver,target
imev_1c425300bc99ce80,target_6ef4c54890d49550,image_modal_evidence,imev_1c425300bc99ce80,Liver,pathway
imev_9b6884f5eedf8443,target_dddfbff9eee87717,image_modal_evidence,imev_9b6884f5eedf8443,Liver,target
imev_9b6884f5eedf8443,target_6ef4c54890d49550,image_modal_evidence,imev_9b6884f5eedf8443,Liver,pathway
imev_ab5c023826473e69,target_172eca46c60c0de5,image_modal_evidence,imev_ab5c023826473e69,PAH,pathway
imev_b9acf12a81e71ca1,target_172eca46c60c0de5,image_modal_evidence,imev_b9acf12a81e71ca1,PAH,pathway
imev_3c7e22b79fa6b88e,target_172eca46c60c0de5,image_modal_evidence,imev_3c7e22b79fa6b88e,PAH,pathway
imev_b6520294c094a48a,target_172eca46c60c0de5,image_modal_evidence,imev_b6520294c094a48a,PAH,pathway
imev_75ca0111eb7b5902,target_172eca46c60c0de5,image_modal_evidence,imev_75ca0111eb7b5902,PAH,pathway
imev_a92c1d4e13af5327,target_172eca46c60c0de5,image_modal_evidence,imev_a92c1d4e13af5327,PAH,pathway
imev_a7e07f486618b75e,target_172eca46c60c0de5,image_modal_evidence,imev_a7e07f486618b75e,PAH,pathway
imev_bc3c7faad33a03e9,target_d1669b8935fdc124,image_modal_evidence,imev_bc3c7faad33a03e9,PAH,pathway
imev_b8fb15458907e33b,target_d1669b8935fdc124,image_modal_evidence,imev_b8fb15458907e33b,PAH,pathway
imev_f302e93a36e73d6f,target_d1669b8935fdc124,image_modal_evidence,imev_f302e93a36e73d6f,PAH,pathway
imev_1d9c42863cd193dc,target_d1669b8935fdc124,image_modal_evidence,imev_1d9c42863cd193dc,PAH,pathway
imev_4899343e1aad6bf7,target_3f1603650d00fafa,image_modal_evidence,imev_4899343e1aad6bf7,PDAC,target
imev_4899343e1aad6bf7,target_6ef4c54890d49550,image_modal_evidence,imev_4899343e1aad6bf7,PDAC,pathway
imev_f21cb4f906afc44b,target_c089c2c6bacd8a2e,image_modal_evidence,imev_f21cb4f906afc44b,PDAC,target
imev_f21cb4f906afc44b,target_1416fc3e3932fc67,image_modal_evidence,imev_f21cb4f906afc44b,PDAC,pathway
imev_e16264ca597d7ad7,target_249c6c567b423bf7,image_modal_evidence,imev_e16264ca597d7ad7,PDAC,target
imev_e16264ca597d7ad7,target_6ef4c54890d49550,image_modal_evidence,imev_e16264ca597d7ad7,PDAC,pathway
imev_a6cc5493871617ed,target_df32c29d2b9d2eaa,image_modal_evidence,imev_a6cc5493871617ed,PDAC,target
imev_a6cc5493871617ed,target_6ef4c54890d49550,image_modal_evidence,imev_a6cc5493871617ed,PDAC,pathway
imev_e1fff999b86a6b14,target_b138c1ad1488adbe,image_modal_evidence,imev_e1fff999b86a6b14,PDAC,target
imev_e1fff999b86a6b14,target_8bc6d0feb1bd165c,image_modal_evidence,imev_e1fff999b86a6b14,PDAC,pathway
imev_012ab437b4b1cc75,target_dadd7de463e29390,image_modal_evidence,imev_012ab437b4b1cc75,PDAC,target
imev_012ab437b4b1cc75,target_e263148716931e9d,image_modal_evidence,imev_012ab437b4b1cc75,PDAC,pathway
imev_b7d400856fd911a5,target_5d3f94ef07cbc00a,image_modal_evidence,imev_b7d400856fd911a5,PDAC,target
imev_b7d400856fd911a5,target_1416fc3e3932fc67,image_modal_evidence,imev_b7d400856fd911a5,PDAC,pathway
imev_8c0144273fab3fe3,target_e5c04c41e91bed69,image_modal_evidence,imev_8c0144273fab3fe3,PDAC,target
imev_8c0144273fab3fe3,target_a24e74dbaef2efa5,image_modal_evidence,imev_8c0144273fab3fe3,PDAC,pathway
imev_101937a0ad6eb1c4,target_5d3f94ef07cbc00a,image_modal_evidence,imev_101937a0ad6eb1c4,PDAC,target
imev_101937a0ad6eb1c4,target_1416fc3e3932fc67,image_modal_evidence,imev_101937a0ad6eb1c4,PDAC,pathway
imev_1e3dd2847ceadc2f,target_9d2c08b78ed8ee69,image_modal_evidence,imev_1e3dd2847ceadc2f,PDAC,target
imev_1e3dd2847ceadc2f,target_b63bea6e1ab9da68,image_modal_evidence,imev_1e3dd2847ceadc2f,PDAC,pathway
imev_3e7b99bbcd716613,target_f2aeec824b5e6914,image_modal_evidence,imev_3e7b99bbcd716613,PDAC,target
imev_3e7b99bbcd716613,target_e263148716931e9d,image_modal_evidence,imev_3e7b99bbcd716613,PDAC,pathway
imev_0c7f6f1a6f2ce419,target_4aefc3df8bc855d6,image_modal_evidence,imev_0c7f6f1a6f2ce419,PDAC,target
imev_0c7f6f1a6f2ce419,target_a24e74dbaef2efa5,image_modal_evidence,imev_0c7f6f1a6f2ce419,PDAC,pathway
imev_0e5a1e6750d94f92,target_389799d00ddf6d9b,image_modal_evidence,imev_0e5a1e6750d94f92,PDAC,target
imev_0e5a1e6750d94f92,target_19a7895319ed3f55,image_modal_evidence,imev_0e5a1e6750d94f92,PDAC,pathway
imev_7607bc664a2a5195,target_3f1603650d00fafa,image_modal_evidence,imev_7607bc664a2a5195,PDAC,target
imev_7607bc664a2a5195,target_6ef4c54890d49550,image_modal_evidence,imev_7607bc664a2a5195,PDAC,pathway
imev_1c27faf184d024de,target_eee76d73112201fd,image_modal_evidence,imev_1c27faf184d024de,PDAC,target
imev_1c27faf184d024de,target_867a91bd59261288,image_modal_evidence,imev_1c27faf184d024de,PDAC,pathway
imev_abdd97ec2afbec7e,target_abfb990be3c10c39,image_modal_evidence,imev_abdd97ec2afbec7e,PDAC,target
imev_abdd97ec2afbec7e,target_1416fc3e3932fc67,image_modal_evidence,imev_abdd97ec2afbec7e,PDAC,pathway
imev_51a9f7e2adc848f6,target_e30fbcb0a894f4ec,image_modal_evidence,imev_51a9f7e2adc848f6,PDAC,target
imev_51a9f7e2adc848f6,target_1416fc3e3932fc67,image_modal_evidence,imev_51a9f7e2adc848f6,PDAC,pathway
imev_091d625162b4e472,target_249528dc0ad8fc8b,image_modal_evidence,imev_091d625162b4e472,PDAC,target
imev_091d625162b4e472,target_19a7895319ed3f55,image_modal_evidence,imev_091d625162b4e472,PDAC,pathway
imev_84fe336d6d45f3eb,target_e5c04c41e91bed69,image_modal_evidence,imev_84fe336d6d45f3eb,PDAC,target
imev_84fe336d6d45f3eb,target_a24e74dbaef2efa5,image_modal_evidence,imev_84fe336d6d45f3eb,PDAC,pathway
imev_2e10430d428da9a0,target_b3e1ba8e61134e35,image_modal_evidence,imev_2e10430d428da9a0,PDAC,target
imev_2e10430d428da9a0,target_867a91bd59261288,image_modal_evidence,imev_2e10430d428da9a0,PDAC,pathway
imev_fc7dabdee47e9130,target_180feb77b13d949e,image_modal_evidence,imev_fc7dabdee47e9130,PDAC,target
imev_fc7dabdee47e9130,target_b63bea6e1ab9da68,image_modal_evidence,imev_fc7dabdee47e9130,PDAC,pathway
imev_7adc3af3435c4cc8,target_9a555e4632a3d4ae,image_modal_evidence,imev_7adc3af3435c4cc8,PDAC,target
imev_7adc3af3435c4cc8,target_f47fa3a1dc526599,image_modal_evidence,imev_7adc3af3435c4cc8,PDAC,pathway
imev_b3def510d078ee83,target_85a96ceaa9caa238,image_modal_evidence,imev_b3def510d078ee83,PDAC,target
imev_b3def510d078ee83,target_b63bea6e1ab9da68,image_modal_evidence,imev_b3def510d078ee83,PDAC,pathway
imev_e71878cc46634daa,target_e5c04c41e91bed69,image_modal_evidence,imev_e71878cc46634daa,PDAC,target
imev_e71878cc46634daa,target_a24e74dbaef2efa5,image_modal_evidence,imev_e71878cc46634daa,PDAC,pathway
imev_c10f8482bf0fe7fd,target_c6cdac9b1fbe77db,image_modal_evidence,imev_c10f8482bf0fe7fd,PDAC,target
imev_c10f8482bf0fe7fd,target_f47fa3a1dc526599,image_modal_evidence,imev_c10f8482bf0fe7fd,PDAC,pathway
imev_530a57e5716da8d8,target_75abdbb6513e23b3,image_modal_evidence,imev_530a57e5716da8d8,PDAC,target
imev_530a57e5716da8d8,target_3fa0fe291796719b,image_modal_evidence,imev_530a57e5716da8d8,PDAC,pathway
imev_68d93c2634e6b3c7,target_f47fa3a1dc526599,image_modal_evidence,imev_68d93c2634e6b3c7,PDAC,pathway
imev_1427fee2bf4d0464,target_bf3b0d816ded6c76,image_modal_evidence,imev_1427fee2bf4d0464,PDAC,target
imev_1427fee2bf4d0464,target_a24e74dbaef2efa5,image_modal_evidence,imev_1427fee2bf4d0464,PDAC,pathway
imev_976eb8431428b65f,target_bb2a5ae6c472a792,image_modal_evidence,imev_976eb8431428b65f,PDAC,target
imev_976eb8431428b65f,target_f47fa3a1dc526599,image_modal_evidence,imev_976eb8431428b65f,PDAC,pathway
imev_ab4d9a599181e69f,target_7f3e9370e6b9c92e,image_modal_evidence,imev_ab4d9a599181e69f,PDAC,target
imev_ab4d9a599181e69f,target_1416fc3e3932fc67,image_modal_evidence,imev_ab4d9a599181e69f,PDAC,pathway
imev_2be434da18f3573c,target_3f1603650d00fafa,image_modal_evidence,imev_2be434da18f3573c,PDAC,target
imev_2be434da18f3573c,target_6ef4c54890d49550,image_modal_evidence,imev_2be434da18f3573c,PDAC,pathway
imev_fd9e11d1fe4f62fe,target_c089c2c6bacd8a2e,image_modal_evidence,imev_fd9e11d1fe4f62fe,PDAC,target
imev_fd9e11d1fe4f62fe,target_1416fc3e3932fc67,image_modal_evidence,imev_fd9e11d1fe4f62fe,PDAC,pathway
imev_98ce5b893d3525cf,target_249c6c567b423bf7,image_modal_evidence,imev_98ce5b893d3525cf,PDAC,target
imev_98ce5b893d3525cf,target_6ef4c54890d49550,image_modal_evidence,imev_98ce5b893d3525cf,PDAC,pathway
imev_adf0183fdb1bf07a,target_df32c29d2b9d2eaa,image_modal_evidence,imev_adf0183fdb1bf07a,PDAC,target
imev_adf0183fdb1bf07a,target_6ef4c54890d49550,image_modal_evidence,imev_adf0183fdb1bf07a,PDAC,pathway
imev_0c2adec84b690c0b,target_b138c1ad1488adbe,image_modal_evidence,imev_0c2adec84b690c0b,PDAC,target
imev_0c2adec84b690c0b,target_8bc6d0feb1bd165c,image_modal_evidence,imev_0c2adec84b690c0b,PDAC,pathway
imev_28aa42ba45419210,target_dadd7de463e29390,image_modal_evidence,imev_28aa42ba45419210,PDAC,target
imev_28aa42ba45419210,target_e263148716931e9d,image_modal_evidence,imev_28aa42ba45419210,PDAC,pathway
imev_97280061a1b978fb,target_5d3f94ef07cbc00a,image_modal_evidence,imev_97280061a1b978fb,PDAC,target
imev_97280061a1b978fb,target_1416fc3e3932fc67,image_modal_evidence,imev_97280061a1b978fb,PDAC,pathway
imev_6304ba9077505ff2,target_e5c04c41e91bed69,image_modal_evidence,imev_6304ba9077505ff2,PDAC,target
imev_6304ba9077505ff2,target_a24e74dbaef2efa5,image_modal_evidence,imev_6304ba9077505ff2,PDAC,pathway
imev_693d55118d484190,target_5d3f94ef07cbc00a,image_modal_evidence,imev_693d55118d484190,PDAC,target
imev_693d55118d484190,target_1416fc3e3932fc67,image_modal_evidence,imev_693d55118d484190,PDAC,pathway
imev_6cca6827ce438f03,target_9d2c08b78ed8ee69,image_modal_evidence,imev_6cca6827ce438f03,PDAC,target
imev_6cca6827ce438f03,target_b63bea6e1ab9da68,image_modal_evidence,imev_6cca6827ce438f03,PDAC,pathway
imev_7638cee30df4b136,target_f2aeec824b5e6914,image_modal_evidence,imev_7638cee30df4b136,PDAC,target
imev_7638cee30df4b136,target_e263148716931e9d,image_modal_evidence,imev_7638cee30df4b136,PDAC,pathway
imev_fc6b0213d55d4c0d,target_4aefc3df8bc855d6,image_modal_evidence,imev_fc6b0213d55d4c0d,PDAC,target
imev_fc6b0213d55d4c0d,target_a24e74dbaef2efa5,image_modal_evidence,imev_fc6b0213d55d4c0d,PDAC,pathway
imev_a77917f940fe3388,target_389799d00ddf6d9b,image_modal_evidence,imev_a77917f940fe3388,PDAC,target
imev_a77917f940fe3388,target_19a7895319ed3f55,image_modal_evidence,imev_a77917f940fe3388,PDAC,pathway
imev_81f21cc36f748599,target_3f1603650d00fafa,image_modal_evidence,imev_81f21cc36f748599,PDAC,target
imev_81f21cc36f748599,target_6ef4c54890d49550,image_modal_evidence,imev_81f21cc36f748599,PDAC,pathway
imev_13d978a59fb07ba1,target_eee76d73112201fd,image_modal_evidence,imev_13d978a59fb07ba1,PDAC,target
imev_13d978a59fb07ba1,target_867a91bd59261288,image_modal_evidence,imev_13d978a59fb07ba1,PDAC,pathway
imev_75ef9b98979ae2c7,target_abfb990be3c10c39,image_modal_evidence,imev_75ef9b98979ae2c7,PDAC,target
imev_75ef9b98979ae2c7,target_1416fc3e3932fc67,image_modal_evidence,imev_75ef9b98979ae2c7,PDAC,pathway
imev_abf5230138195103,target_e30fbcb0a894f4ec,image_modal_evidence,imev_abf5230138195103,PDAC,target
imev_abf5230138195103,target_1416fc3e3932fc67,image_modal_evidence,imev_abf5230138195103,PDAC,pathway
imev_330ba604834ce5ce,target_249528dc0ad8fc8b,image_modal_evidence,imev_330ba604834ce5ce,PDAC,target
imev_330ba604834ce5ce,target_19a7895319ed3f55,image_modal_evidence,imev_330ba604834ce5ce,PDAC,pathway
imev_ead65d2a397e5207,target_e5c04c41e91bed69,image_modal_evidence,imev_ead65d2a397e5207,PDAC,target
imev_ead65d2a397e5207,target_a24e74dbaef2efa5,image_modal_evidence,imev_ead65d2a397e5207,PDAC,pathway
imev_b549dd841d0578e8,target_b3e1ba8e61134e35,image_modal_evidence,imev_b549dd841d0578e8,PDAC,target
imev_b549dd841d0578e8,target_867a91bd59261288,image_modal_evidence,imev_b549dd841d0578e8,PDAC,pathway
imev_0662859b5c54d63e,target_180feb77b13d949e,image_modal_evidence,imev_0662859b5c54d63e,PDAC,target
imev_0662859b5c54d63e,target_b63bea6e1ab9da68,image_modal_evidence,imev_0662859b5c54d63e,PDAC,pathway
imev_d2c76e91891fd107,target_9a555e4632a3d4ae,image_modal_evidence,imev_d2c76e91891fd107,PDAC,target
imev_d2c76e91891fd107,target_f47fa3a1dc526599,image_modal_evidence,imev_d2c76e91891fd107,PDAC,pathway
imev_925dfa4b57e76be8,target_85a96ceaa9caa238,image_modal_evidence,imev_925dfa4b57e76be8,PDAC,target
imev_925dfa4b57e76be8,target_b63bea6e1ab9da68,image_modal_evidence,imev_925dfa4b57e76be8,PDAC,pathway
imev_d08926ace201c282,target_e5c04c41e91bed69,image_modal_evidence,imev_d08926ace201c282,PDAC,target
imev_d08926ace201c282,target_a24e74dbaef2efa5,image_modal_evidence,imev_d08926ace201c282,PDAC,pathway
imev_ccefbd0cb622f27e,target_c6cdac9b1fbe77db,image_modal_evidence,imev_ccefbd0cb622f27e,PDAC,target
imev_ccefbd0cb622f27e,target_f47fa3a1dc526599,image_modal_evidence,imev_ccefbd0cb622f27e,PDAC,pathway
imev_8bac0cc073204226,target_75abdbb6513e23b3,image_modal_evidence,imev_8bac0cc073204226,PDAC,target
imev_8bac0cc073204226,target_3fa0fe291796719b,image_modal_evidence,imev_8bac0cc073204226,PDAC,pathway
imev_713c14972360a556,target_f47fa3a1dc526599,image_modal_evidence,imev_713c14972360a556,PDAC,pathway
imev_9154287ba0a5f758,target_bf3b0d816ded6c76,image_modal_evidence,imev_9154287ba0a5f758,PDAC,target
imev_9154287ba0a5f758,target_a24e74dbaef2efa5,image_modal_evidence,imev_9154287ba0a5f758,PDAC,pathway
imev_df2577b3a92f0012,target_bb2a5ae6c472a792,image_modal_evidence,imev_df2577b3a92f0012,PDAC,target
imev_df2577b3a92f0012,target_f47fa3a1dc526599,image_modal_evidence,imev_df2577b3a92f0012,PDAC,pathway
imev_2101d77d0c3e6f58,target_7f3e9370e6b9c92e,image_modal_evidence,imev_2101d77d0c3e6f58,PDAC,target
imev_2101d77d0c3e6f58,target_1416fc3e3932fc67,image_modal_evidence,imev_2101d77d0c3e6f58,PDAC,pathway
imev_70e52d27d550c788,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_70e52d27d550c788,Psoriasis,target
imev_07416c11ec2f4fbf,target_732eb9f1201d711c,image_modal_evidence,imev_07416c11ec2f4fbf,Psoriasis,target
imev_3cc5e1adb8c09328,target_732eb9f1201d711c,image_modal_evidence,imev_3cc5e1adb8c09328,Psoriasis,target
imev_344d23a7b4e6f8a2,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_344d23a7b4e6f8a2,Psoriasis,target
imev_9608cc294cbda497,target_d6a184a5cf154427,image_modal_evidence,imev_9608cc294cbda497,Psoriasis,target
imev_dd0e4e699c4e756b,target_732eb9f1201d711c,image_modal_evidence,imev_dd0e4e699c4e756b,Psoriasis,target
imev_78c2c0ee013a388a,target_d6a184a5cf154427,image_modal_evidence,imev_78c2c0ee013a388a,Psoriasis,target
imev_13a796958e41071f,target_e77acb2bb25663da,image_modal_evidence,imev_13a796958e41071f,Psoriasis,target
imev_1f55090039a2eaf3,target_732eb9f1201d711c,image_modal_evidence,imev_1f55090039a2eaf3,Psoriasis,target
imev_12c784737bb70df5,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_12c784737bb70df5,Psoriasis,target
imev_9603cb50c2ba8163,target_e77acb2bb25663da,image_modal_evidence,imev_9603cb50c2ba8163,Psoriasis,target
imev_e0c755b88d2f23d1,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_e0c755b88d2f23d1,Psoriasis,target
imev_e1e7b2ee6061ac17,target_732eb9f1201d711c,image_modal_evidence,imev_e1e7b2ee6061ac17,Psoriasis,target
imev_37bcc8e2c7906b1c,target_732eb9f1201d711c,image_modal_evidence,imev_37bcc8e2c7906b1c,Psoriasis,target
imev_d4492d1275a40544,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_d4492d1275a40544,Psoriasis,target
imev_068818bdf5bd81c0,target_d6a184a5cf154427,image_modal_evidence,imev_068818bdf5bd81c0,Psoriasis,target
imev_a31428c83c882dfe,target_732eb9f1201d711c,image_modal_evidence,imev_a31428c83c882dfe,Psoriasis,target
imev_cb080b0809607b3d,target_d6a184a5cf154427,image_modal_evidence,imev_cb080b0809607b3d,Psoriasis,target
imev_8be3f91193bd4ae0,target_e77acb2bb25663da,image_modal_evidence,imev_8be3f91193bd4ae0,Psoriasis,target
imev_7ed2f6a915a50c33,target_732eb9f1201d711c,image_modal_evidence,imev_7ed2f6a915a50c33,Psoriasis,target
imev_231c6a2c6002c976,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_231c6a2c6002c976,Psoriasis,target
imev_7a71c604e1bc6ee5,target_e77acb2bb25663da,image_modal_evidence,imev_7a71c604e1bc6ee5,Psoriasis,target
imev_acce18ca74eefdcc,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_acce18ca74eefdcc,Psoriasis,target
imev_0c616053a1539081,target_732eb9f1201d711c,image_modal_evidence,imev_0c616053a1539081,Psoriasis,target
imev_43ad7c4dfee75762,target_732eb9f1201d711c,image_modal_evidence,imev_43ad7c4dfee75762,Psoriasis,target
imev_a51babb863e85281,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_a51babb863e85281,Psoriasis,target
imev_1cf506715b1b1f40,target_d6a184a5cf154427,image_modal_evidence,imev_1cf506715b1b1f40,Psoriasis,target
imev_6be768170c6c1bde,target_732eb9f1201d711c,image_modal_evidence,imev_6be768170c6c1bde,Psoriasis,target
imev_1909c8fbc621c519,target_d6a184a5cf154427,image_modal_evidence,imev_1909c8fbc621c519,Psoriasis,target
imev_e834fc1ce339bc65,target_e77acb2bb25663da,image_modal_evidence,imev_e834fc1ce339bc65,Psoriasis,target
imev_7a48676a37fce249,target_732eb9f1201d711c,image_modal_evidence,imev_7a48676a37fce249,Psoriasis,target
imev_b1583c8fb3f9a8b3,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_b1583c8fb3f9a8b3,Psoriasis,target
imev_97deffb6acbd2d2e,target_e77acb2bb25663da,image_modal_evidence,imev_97deffb6acbd2d2e,Psoriasis,target
imev_f96bd0bf76a27530,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_f96bd0bf76a27530,Psoriasis,target
imev_194a391a3638700f,target_732eb9f1201d711c,image_modal_evidence,imev_194a391a3638700f,Psoriasis,target
imev_112fc343e4e3a98f,target_732eb9f1201d711c,image_modal_evidence,imev_112fc343e4e3a98f,Psoriasis,target
imev_7e8dbc7c22ddbf58,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_7e8dbc7c22ddbf58,Psoriasis,target
imev_1e9a75320544c153,target_d6a184a5cf154427,image_modal_evidence,imev_1e9a75320544c153,Psoriasis,target
imev_077837e1e89db3fd,target_732eb9f1201d711c,image_modal_evidence,imev_077837e1e89db3fd,Psoriasis,target
imev_da27cb7b8a57ff6e,target_d6a184a5cf154427,image_modal_evidence,imev_da27cb7b8a57ff6e,Psoriasis,target
imev_60b4260ebae0a8f2,target_e77acb2bb25663da,image_modal_evidence,imev_60b4260ebae0a8f2,Psoriasis,target
imev_b4d3cb2d99c2ab92,target_732eb9f1201d711c,image_modal_evidence,imev_b4d3cb2d99c2ab92,Psoriasis,target
imev_0a38319e8d42dba1,target_f55ce7d8fc3f30eb,image_modal_evidence,imev_0a38319e8d42dba1,Psoriasis,target
imev_fd2a41864087954e,target_e77acb2bb25663da,image_modal_evidence,imev_fd2a41864087954e,Psoriasis,target
imev_d3f9a473bc773547,target_ba1270f649c3b0cf,image_modal_evidence,imev_d3f9a473bc773547,RA,target
imev_d3fe5166abeeb97e,target_ba1270f649c3b0cf,image_modal_evidence,imev_d3fe5166abeeb97e,RA,target
imev_e19c103b020e9ddb,target_24378d99aedadc5b,image_modal_evidence,imev_e19c103b020e9ddb,RA,target
imev_fa69b0f84d75d89b,target_24378d99aedadc5b,image_modal_evidence,imev_fa69b0f84d75d89b,RA,target
imev_ebcac05a3d1894d9,target_24378d99aedadc5b,image_modal_evidence,imev_ebcac05a3d1894d9,RA,target
imev_094027e05126e003,target_aa5ad685d3689ba4,image_modal_evidence,imev_094027e05126e003,RA,target
imev_271fc6dc53fb186c,target_ba1270f649c3b0cf,image_modal_evidence,imev_271fc6dc53fb186c,RA,target
imev_57e7ec7654c0c4d5,target_ba1270f649c3b0cf,image_modal_evidence,imev_57e7ec7654c0c4d5,RA,target
imev_352b0a2fbf6e26f8,target_24378d99aedadc5b,image_modal_evidence,imev_352b0a2fbf6e26f8,RA,target
imev_c82a0f4ec6ceb606,target_24378d99aedadc5b,image_modal_evidence,imev_c82a0f4ec6ceb606,RA,target
imev_816d8c2a79124c15,target_ba1270f649c3b0cf,image_modal_evidence,imev_816d8c2a79124c15,RA,target
imev_2e9c48b5d3d45a6d,target_45e8c3f7d7e28649,image_modal_evidence,imev_2e9c48b5d3d45a6d,RA,target
imev_fa8ab2096b83b614,target_ba1270f649c3b0cf,image_modal_evidence,imev_fa8ab2096b83b614,RA,target
imev_c1dcc81778168bad,target_45e8c3f7d7e28649,image_modal_evidence,imev_c1dcc81778168bad,RA,target
imev_7a6cd0098f0a9a57,target_45e8c3f7d7e28649,image_modal_evidence,imev_7a6cd0098f0a9a57,RA,target
imev_7f1ceee1ef5f56fd,target_ba1270f649c3b0cf,image_modal_evidence,imev_7f1ceee1ef5f56fd,RA,target
imev_b157d3b85dfd75ce,target_ba1270f649c3b0cf,image_modal_evidence,imev_b157d3b85dfd75ce,RA,target
imev_4127c51d8e5410b6,target_ba1270f649c3b0cf,image_modal_evidence,imev_4127c51d8e5410b6,RA,target
imev_770106159f4a1763,target_24378d99aedadc5b,image_modal_evidence,imev_770106159f4a1763,RA,target
imev_141c5dd7b92ac3cb,target_24378d99aedadc5b,image_modal_evidence,imev_141c5dd7b92ac3cb,RA,target
imev_1395f5b23fdc9056,target_24378d99aedadc5b,image_modal_evidence,imev_1395f5b23fdc9056,RA,target
imev_dfceb303a0c21f89,target_aa5ad685d3689ba4,image_modal_evidence,imev_dfceb303a0c21f89,RA,target
imev_43d8e0fb2af8c060,target_ba1270f649c3b0cf,image_modal_evidence,imev_43d8e0fb2af8c060,RA,target
imev_fcaba34e01260754,target_ba1270f649c3b0cf,image_modal_evidence,imev_fcaba34e01260754,RA,target
imev_24ce025a8d2b36ec,target_24378d99aedadc5b,image_modal_evidence,imev_24ce025a8d2b36ec,RA,target
imev_8b260ee7241e6d4f,target_24378d99aedadc5b,image_modal_evidence,imev_8b260ee7241e6d4f,RA,target
imev_7ca07abeee1b9337,target_ba1270f649c3b0cf,image_modal_evidence,imev_7ca07abeee1b9337,RA,target
imev_b16675879af70fab,target_45e8c3f7d7e28649,image_modal_evidence,imev_b16675879af70fab,RA,target
imev_992cbdf20696c02e,target_ba1270f649c3b0cf,image_modal_evidence,imev_992cbdf20696c02e,RA,target
imev_652abd1d9fd103ce,target_45e8c3f7d7e28649,image_modal_evidence,imev_652abd1d9fd103ce,RA,target
imev_cd2819f425e434b4,target_45e8c3f7d7e28649,image_modal_evidence,imev_cd2819f425e434b4,RA,target
imev_5a3bacc4e6d810ce,target_ba1270f649c3b0cf,image_modal_evidence,imev_5a3bacc4e6d810ce,RA,target
imev_65de1c90b6d30b11,target_5d3f94ef07cbc00a,image_modal_evidence,imev_65de1c90b6d30b11,STAD,target
imev_65de1c90b6d30b11,target_1416fc3e3932fc67,image_modal_evidence,imev_65de1c90b6d30b11,STAD,pathway
