image_id,image_path,source_dataset,source_file,label,label_type,severity_label,cluster,pca1,pca2
psoriasis_088,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_088_14_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_21.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-12.591907,1.0508409
psoriasis_089,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_089_14_27.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_27.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-13.0589905,-4.3098497
psoriasis_090,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_090_14_4.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_4.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-11.341377,1.4071434
psoriasis_091,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_091_14_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-11.791401,-5.697978
psoriasis_092,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_092_14_9.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_9.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-12.244789,-1.2411387
psoriasis_093,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_093_15_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_1.jpg,psoriasis_lichen_planus_related,disease_category,unknown,3,10.759155,-10.018283
psoriasis_094,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_094_15_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_10.jpg,psoriasis_lichen_planus_related,disease_category,unknown,3,7.0621095,-5.192847
psoriasis_095,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_095_15_11.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_11.jpg,psoriasis_lichen_planus_related,disease_category,unknown,3,7.178808,-7.663951
psoriasis_096,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_096_15_13.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_13.jpg,psoriasis_lichen_planus_related,disease_category,unknown,3,10.335128,-12.680528
psoriasis_097,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_097_15_14.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_14.jpg,psoriasis_lichen_planus_related,disease_category,unknown,3,12.085003,-11.964409
psoriasis_098,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_098_15_17.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_17.jpg,psoriasis_lichen_planus_related,disease_category,unknown,3,6.975509,-5.536184
psoriasis_099,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_099_15_19.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_19.jpg,psoriasis_lichen_planus_related,disease_category,unknown,3,6.1971035,-11.201102
psoriasis_100,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_100_15_20.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_20.jpg,psoriasis_lichen_planus_related,disease_category,unknown,3,12.173553,-13.500141
